SN74LVC126APWR|Texas Instruments|4406|1|$0.1619
SN74LVC139ADR|Texas Instruments|1153|1|$0.2562
SN74LVC16244ADLR|Texas Instruments|1965|1|$0.7193
SN74LVC16373ADGGR|Texas Instruments|1407|1|$0.8058
NMC-H1206X7R102K1KVTRPLPF|NIC Components Corp|15000|1|$0.0760
1210CC273KAT1A|AVX Corporation|1440|1|$0.8702
ABLS2-6.000MHZ-D4Y-T|Abracon Corporation|2257|1|$0.2496
2-320552-1|TE Connectivity Ltd|1813|1|$0.2485
2-31890-1|TE Connectivity Ltd|66856|1|$0.1140
2-31890-1-CUT-TAPE|TE Connectivity Ltd|226|1|$0.1284
PCA9535PW,118|NXP Semiconductors|7385|1|$1.0773
PCA9538APWJ|NXP Semiconductors|2226|1|$0.9182
PCA9539AHF,128|NXP Semiconductors|11800|1|$0.7400
PCA9574PW,118|NXP Semiconductors|4245|1|$0.5355
PCA9633DP1,118|NXP Semiconductors|3396|1|$0.7003
PCA9634PW,118|NXP Semiconductors|10654|1|$0.9093
PCA9641PWJ|NXP Semiconductors|1064|1|$1.2276
PCA9673BS,118|NXP Semiconductors|6000|1|$1.3642
PCF2129AT/2,518|NXP Semiconductors|2532|1|$1.9067
PCF8563T/5,518|NXP Semiconductors|52846|1|$0.3110
PCF8576CT/1,518|NXP Semiconductors|14606|1|$1.0714
PN5180A0ET/C1QL|NXP Semiconductors|65660|1|$3.8227
PTN36241GHXZ|NXP Semiconductors|6000|1|$0.5207
MKL17Z256VLH4|NXP Semiconductors|1440|1|$3.3650
MKL17Z256VMP4|NXP Semiconductors|1285|1|$2.6393
INA219AIDR|Texas Instruments|39|1|$1.6437
INA284AIDR|Texas Instruments|5000|1|$1.4700
INA300AIDGSR|Texas Instruments|1232|1|$0.6186
SR151A151JAR|AVX Corporation|1750|1|$0.1787
EEUFC1V331B|Panasonic Electronic Components|16902|1|$0.1772
EEU-FC1V331|Panasonic Electronic Components|9682|1|$0.2013
EEU-FC1V331LB|Panasonic Electronic Components|4352|1|$0.1553
EEU-FC1V331L|Panasonic Electronic Components|3200|1|$0.1683
TAJD336K020RNJ|AVX Corporation|5673|1|$0.3232
TAJD336K035RNJ|AVX Corporation|725|1|$1.0523
TAJD475M035RNJ|AVX Corporation|18304|1|$0.3886
PCA9534BS,118|NXP Semiconductors|6123|1|$1.2761
PCA9537DP,118|NXP Semiconductors|793|1|$0.6834
PCA9546ABS,118|NXP Semiconductors|2437|1|$1.2379
PCA9548ABS,118|NXP Semiconductors|46302|1|$0.8160
PCA9551D,118|NXP Semiconductors|2520|1|$0.8897
PCA9554AD,118|NXP Semiconductors|4000|1|$0.8107
PCA9557D,118|NXP Semiconductors|2500|1|$0.7067
PCA9624PW,118|NXP Semiconductors|2510|1|$0.9591
PCA9633PW,118|NXP Semiconductors|7500|1|$0.5114
PCA9674ABS,118|NXP Semiconductors|6000|1|$0.7387
PCA9685PW,112|NXP Semiconductors|1927|1|$1.2000
PCA9955TW/Q900,118|NXP Semiconductors|2500|1|$1.6520
PCAL9538ABSHP|NXP Semiconductors|5997|1|$1.1290
PCF85063TP/1Z|NXP Semiconductors|7763|1|$0.4642
AT25020B-SSHL-T|Microchip Technology Inc|2092|1|$0.1719
AT25128B-SSHL-B|Microchip Technology Inc|109034|1|$0.5211
AT25128B-SSHL-T|Microchip Technology Inc|3660|1|$0.6440
AT25128B-XHL-T|Microchip Technology Inc|7178|1|$0.8167
MK21FX512VMD12|NXP Semiconductors|320|1|$7.4715
MK22FX512VLQ12|NXP Semiconductors|10|1|$8.4533
MK22FX512VMD12|NXP Semiconductors|400|1|$7.0762
0731010040|Molex|5929|1|$2.0080
IHLP3232CZER3R3M01|Vishay Intertechnologies|955|1|$0.8381
PME261EC6100KR30|KEMET Corporation|200|1|$1.0320
ERJ-3EKF1204V|Panasonic Electronic Components|30000|1|$0.0066
ERJ-3EKF1300V|Panasonic Electronic Components|113744|1|$0.0072
ERJ-3EKF1602V|Panasonic Electronic Components|103810|1|$0.0066
ERJ-3EKF22R6V|Panasonic Electronic Components|188544|1|$0.0055
INA122U/2K5|Texas Instruments|2140|1|$4.1620
INA129UA/2K5|Texas Instruments|649|1|$5.6130
INA133U/2K5|Texas Instruments|2250|1|$2.0160
INA133UA|Texas Instruments|938|1|$1.5830
INA133UE4|Texas Instruments|75|1|$3.0250
2-31886-2|TE Connectivity Ltd|10000|1|$0.1477
2-320571-2|TE Connectivity Ltd|40000|1|$0.1896
2-320571-2-CUT-TAPE|TE Connectivity Ltd|286|1|$0.2088
2-35108-1|TE Connectivity Ltd|528|1|$0.2744
2-35109-1|TE Connectivity Ltd|73195|1|$0.1380
709155001610004|AVX Corporation|6000|1|$0.2411
709155001615004|AVX Corporation|2700|1|$0.2411
47649-000LF|Amphenol ICC|20000|1|$0.0371
47792-003LF|Amphenol Corporation|14436|1|$0.2787
51415-001LF|Amphenol ICC|113|1|$3.8930
HLMPD150A|Everlight Electronics Co Ltd|1918|1|$0.0852
ECQE2474KF3|Panasonic Electronic Components|1000|1|$0.2018
ABM7-24.000MHZ-D2Y-T|Abracon Corporation|77128|1|$0.4990
ABM8AIG40.000MHZ122ZT3|Abracon Corporation|2670|1|$0.5546
ABLSG-4.9152MHZ-D2Y-T|Abracon Corporation|878|1|$0.2975
HM2R65PA5100N9LF|Amphenol ICC|755|1|$2.3320
LMX2434SLEX/NOPB|Texas Instruments|1910|1|$2.5160
LMZ14201TZX-ADJ/NOPB|Texas Instruments|441|1|$7.2560
EEF-UE0J151ER|Panasonic Electronic Components|2000|1|$0.8907
EEU-EB2E101S|Panasonic Electronic Components|34784|1|$0.9947
EEU-EB2E101SB-HNW1|Panasonic Electronic Components|7500|1|$0.6479
EEUEB2E101|Panasonic Electronic Components|812|1|$0.9643
ERJ-3EKF3901V|Panasonic Electronic Components|129430|1|$0.0066
CR1206-FX-2670ELF|Bourns Inc|25000|1|$0.0106
0436400601|Molex|2750|1|$0.4453
APX810S-29SA-7|Diodes Incorporated|6000|1|$0.0781
NMC-H1808X7R102K2KVTRPLPF|NIC Components Corp|2830|1|$0.3386
VLMD3100-GS08|Vishay Intertechnologies|5964|1|$0.2220
NRM105K250F|NIC Components Corp|8590|1|$0.1714
ERA-3AEB152V|Panasonic Electronic Components|15492|1|$0.0339
28F0121-1SR-10|LAIRD PLC|37500|1|$0.1269
MSP430G2252IRSA16R|Texas Instruments|3000|1|$0.6995
0797580016|Molex|500|1|$0.4521
TPA301DR|Texas Instruments|394|1|$0.6520
RB551V-30TE-17|ROHM Semiconductor|8459|1|$0.1121
EEC-F5R5H105|Panasonic Electronic Components|8425|1|$4.7047
EEE-1AA331P|Panasonic Electronic Components|1000|1|$0.1289
EEE1EA3R3NR|Panasonic Electronic Components|19485|1|$0.0568
EEE-1VA100SR|Panasonic Electronic Components|10005|1|$0.0518
ECP-U1C104MA5|Panasonic Electronic Components|8450|1|$0.3149
SR-5-2A-AP|Eaton Corporation|5810|1|$0.2629
ERA-3AEB362V|Panasonic Electronic Components|9452|1|$0.0526
ERJ-8GEYJ913V|Panasonic Electronic Components|25000|1|$0.0082
LM4120IM5-3.0/NOPB|Texas Instruments|2033|1|$1.1655
2-2129710-6|TE Connectivity Ltd|168|1|$23.5500
1-794611-2|TE Connectivity Ltd|72785|1|$0.0733
1827625-1|TE Connectivity Ltd|47896|1|$0.2018
SCV8401ADTRKG|ON Semiconductor|2500|1|$0.4762
FP1007R2-R30-R|Eaton Corporation|743|1|$0.9859
FP1007R3-R22-R|Eaton Corporation|1176|1|$0.9785
FP2-V100-R|Eaton Corporation|950|1|$1.0385
HCM1305-2R2-R|Eaton Corporation|400|1|$2.5600
HCP0704-4R7-R|Eaton Corporation|1000|1|$1.6890
PS04LTVA1|Eaton Corporation|16720|1|$0.1807
PS04LTVA1-35H|Eaton Corporation|190|1|$0.1620
193797-1|TE Connectivity Ltd|1007|1|$2.0160
BLM15BD102SN1D|Murata Manufacturing Co Ltd|502733|1|$0.0180
BLM18PG330SN1D|Murata Manufacturing Co Ltd|231813|1|$0.0167
EEUFM1V681B|Panasonic Electronic Components|500|1|$0.3161
281695-2|TE Connectivity Ltd|4866|1|$0.3288
281839-3|TE Connectivity Ltd|8843|1|$0.4354
281839-5|TE Connectivity Ltd|5878|1|$0.2736
281934-3|TE Connectivity Ltd|13308|1|$0.1092
282087-1|TE Connectivity Ltd|125567|1|$0.8537
ACA-107-T|Abracon Corporation|803|1|$0.5550
TPSD107M010R0050|AVX Corporation|301|1|$1.4417
1-215882-0|TE Connectivity Ltd|26646|1|$0.7017
1393258-4|TE Connectivity Ltd|5880|1|$3.8900
CG0402MLC-3.3LG|Bourns Inc|43702|1|$0.0847
CG0402MLC-3.3LGA|Bourns Inc|10000|1|$0.3089
W25Q128JVPIQ TR|Winbond Electronics Corp|5000|1|$1.5446
PR02000207500JR500|Vishay Intertechnologies|2774|1|$0.0703
PR03000204703JAC00|Vishay Intertechnologies|4000|1|$0.0664
0805YD105KAT2A|AVX Corporation|39290|1|$0.0720
0805ZC474KAT2A|AVX Corporation|1944|1|$0.2683
MCR01MZPF6801|ROHM Semiconductor|20830|1|$0.0096
DS90C241IVS/NOPB|Texas Instruments|370|1|$5.3724
ABM3-14.31818MHZ-D2Y-T|Abracon Corporation|956|1|$0.5750
PHE844RD6100MR06L2|KEMET Corporation|258|1|$0.4320
WSC0002100R0FEA|Vishay Intertechnologies|2400|1|$1.3672
TPSD227M006R0050|AVX Corporation|1250|1|$1.6890
TPSD336M035R0300|AVX Corporation|171|1|$3.4594
502426-1430|Molex|9000|1|$0.4440
LM2677SX-ADJ/NOPB|Texas Instruments|171|1|$4.0620
ABM3-12.000MHZ-D2Y-T|Abracon Corporation|18339|1|$0.5002
12062A121JAT2A|AVX Corporation|16000|1|$0.1696
DF38347HV|Renesas Electronics Corporation|270|1|$8.5220
EKY-500ELL121MH15D|United Chemi-Con Inc|1491|1|$0.1248
EKY-500ELL221MJ16S|United Chemi-Con Inc|450|1|$0.2792
06032U100FAT2A|AVX Corporation|1490|1|$1.1318
SN74LVC1G00DRLR|Texas Instruments|2863|1|$0.1127
SN74LVC1G07DSFR|Texas Instruments|1440|1|$0.2660
SN74LVC1G11DBVR|Texas Instruments|12200|1|$0.0824
SN74LVC1G125DSFR|Texas Instruments|4168|1|$0.2105
CC3200R1M2RGCR|Texas Instruments|173|1|$7.2350
THS4541QRGTRQ1|Texas Instruments|6000|1|$3.4834
MK60DN256VLL10|NXP Semiconductors|154|1|$7.1740
CC430F6137IRGCT|Texas Instruments|100|1|$4.9470
CD4051BM96|Texas Instruments|2060|1|$0.3192
OPA2344UA/2K5|Texas Instruments|14|1|$2.2950
EEF-UE0G181R|Panasonic Electronic Components|1371|1|$1.5832
EEF-UE0J221ER|Panasonic Electronic Components|3210|1|$1.7153
EEF-UE0K101ER|Panasonic Electronic Components|6286|1|$1.5631
ERJ8BWFR100V|Panasonic Electronic Components|5132|1|$0.2730
BTS462TATMA1|Infineon Technologies AG|3645|1|$1.1517
10140369-101LF|Amphenol ICC|172|1|$48.6000
5530843-3|TE Connectivity Ltd|3010|1|$1.4187
5-5530843-3|TE Connectivity Ltd|2131|1|$1.3718
2-5530843-3|TE Connectivity Ltd|86|1|$2.3400
174464-1|TE Connectivity Ltd|17475|1|$1.5631
ATFC-0201-1N0-BT|Abracon Corporation|10000|1|$0.0446
IS43TR16256AL-125KBLI|Integrated Silicon Solution Inc|361|1|$11.3580
ERJ-12ZYJ510U|Panasonic Electronic Components|5000|1|$0.0233
IS61WV102416ALL20TLI|Integrated Silicon Solution Inc|4896|1|$18.1545
IS61WV10248BLL-10TLI|Integrated Silicon Solution Inc|103|1|$11.5980
TPSC226K025R0275|AVX Corporation|1828|1|$0.6392
SR401C105KAR|AVX Corporation|1000|1|$3.3556
3-644754-4|TE Connectivity Ltd|454|1|$0.6680
3-794037-1|TE Connectivity Ltd|128655|1|$0.0588
3-794619-4|TE Connectivity Ltd|977|1|$0.6000
3-794620-2|TE Connectivity Ltd|11000|1|$0.8873
WS2M33R0J|Bourns Inc|4975|1|$0.1110
PM54-100M-RC|Bourns Inc|5756|1|$0.4131
102241-2|TE Connectivity Ltd|6123|1|$0.3000
1-102241-2|TE Connectivity Ltd|1938|1|$0.6360
104257-1|TE Connectivity Ltd|136958|1|$0.1536
1-104257-1|TE Connectivity Ltd|10223|1|$0.5040
1082052-1|TE Connectivity Ltd|2792|1|$9.9600
LP2982IM5-3.0/NOPB|Texas Instruments|1833|1|$0.3345
LP2985-10DBVR|Texas Instruments|4366|1|$0.2933
LP2985AIM5-2.5/NOPB|Texas Instruments|201|1|$0.4269
LP2985AIM5-2.7/NOPB|Texas Instruments|433|1|$0.5573
TJA1051TK/3,118|NXP Semiconductors|30000|1|$0.5533
TJA1082TT,118|NXP Semiconductors|1855|1|$2.0930
TJA1100HNZ|NXP Semiconductors|1309|1|$3.5420
UBA2021T/N2,518|NXP Semiconductors|20|1|$2.3750
MCR25JZHJ000|ROHM Semiconductor|32924|1|$0.0492
HV513K7-G|Microchip Technology Inc|95|1|$3.1650
HV823LG-G|Microchip Technology Inc|6853|1|$1.4370
1623916-6|TE Connectivity Ltd|3000|1|$0.9840
1624199-9|TE Connectivity Ltd|1796|1|$1.5840
1625827-1|TE Connectivity Ltd|1871|1|$1.5435
4-1625827-4|TE Connectivity Ltd|2000|1|$0.5726
163083-2|TE Connectivity Ltd|5000|1|$1.0440
164161-4|TE Connectivity Ltd|2019|1|$0.4468
BC547BTA|ON Semiconductor|93432|1|$0.0181
BC556BTA|ON Semiconductor|67332|1|$0.0201
FPF2290BUCX_F130|ON Semiconductor|230970|1|$0.4636
FPF2495UCX|ON Semiconductor|4086|1|$0.3751
FPF2498BUCX|ON Semiconductor|195000|1|$0.2537
FQA140N10|ON Semiconductor|250|1|$2.5070
NCV551SN18T1G|ON Semiconductor|2962|1|$0.3527
NCV57302DSADJR4G|ON Semiconductor|1023|1|$1.8720
NCV7101SN1T1G|ON Semiconductor|9000|1|$0.5848
NCV78M12BDTRKG|ON Semiconductor|3900|1|$0.3691
NCV81276MNTXG|ON Semiconductor|4400|1|$1.3980
NCV8170AMX280TCG|ON Semiconductor|5985|1|$0.1673
NCV8664DT50RKG|ON Semiconductor|228|1|$1.4280
207359-1|TE Connectivity Ltd|9727|1|$0.7234
NCS20061SN2T1G|ON Semiconductor|27000|1|$0.1631
NCS20072DMR2G|ON Semiconductor|16000|1|$0.4374
NCS210SQT2G|ON Semiconductor|2970|1|$1.0746
4-1393789-5|TE Connectivity Ltd|79107|1|$0.9800
4-1734592-0|TE Connectivity Ltd|23168|1|$0.5760
4-1734592-0-CUT-TAPE|TE Connectivity Ltd|100|1|$0.6360
3-770565-2|TE Connectivity Ltd|421381|1|$0.0414
3-794013-1|TE Connectivity Ltd|87256|1|$0.0721
CI160808-R15J|Bourns Inc|3901|1|$0.0245
VS-KBPC802PBF|Vishay Intertechnologies|99|1|$2.6020
VSMB2943RGX01|Vishay Intertechnologies|10899|1|$0.2587
VSMY98545DS|Vishay Intertechnologies|1799|1|$3.5410
ZMY5V6GS08|Vishay Intertechnologies|12915|1|$0.1036
NOIP1SE010KA-GDI|ON Semiconductor|18|1|$1,292.3800
1N4738A-TAP|Vishay Intertechnologies|26990|1|$0.0815
1N4741ATR|ON Semiconductor|27784|1|$0.0434
1N4741A-TR|Vishay Intertechnologies|21460|1|$0.0815
60432-1|TE Connectivity Ltd|29250|1|$0.0711
60798-4|TE Connectivity Ltd|54285|1|$0.1265
60196-2|TE Connectivity Ltd|355000|1|$0.0276
5100141-1|TE Connectivity Ltd|5023|1|$2.7840
NUP4106DR2G|ON Semiconductor|1679|1|$1.2040
280360|TE Connectivity Ltd|56696|1|$0.0911
22280360|Molex|753|1|$0.7846
0022280360|Molex|426|1|$0.9798
280377-2|TE Connectivity Ltd|18261|1|$0.4425
280530-2|TE Connectivity Ltd|40000|1|$0.1373
280630|TE Connectivity Ltd|15049|1|$0.3770
2806-3-00-50-00-00-07-0|Mill-Max Mfg Corp|2100|1|$0.7317
0528063010|Molex|1964|1|$0.4533
ERG-2SJ820V|Panasonic Electronic Components|4000|1|$0.1405
ERG-3SJ102A|Panasonic Electronic Components|6000|1|$0.1312
ERG-3SJ102|Panasonic Electronic Components|3584|1|$0.1272
ERG-3SJ102V|Panasonic Electronic Components|3000|1|$0.1492
UUD1C101MCL1GS|Nichicon Corporation|83155|1|$0.0659
1586040-6|TE Connectivity Ltd|653|1|$0.4059
1-1586040-6|TE Connectivity Ltd|269|1|$0.6360
1586042-6|TE Connectivity Ltd|2718|1|$0.6191
1586044-6|TE Connectivity Ltd|537|1|$0.4440
1-1586044-6|TE Connectivity Ltd|128|1|$0.8880
207015-1|TE Connectivity Ltd|17729|1|$0.7800
2-520183-4|TE Connectivity Ltd|16232|1|$0.1344
2-520337-2|TE Connectivity Ltd|18575|1|$0.1632
6-146256-7|TE Connectivity Ltd|3883|1|$7.2572
6-146309-3|TE Connectivity Ltd|150|1|$3.1690
6-1658012-1|TE Connectivity Ltd|11400|1|$4.8840
6-520315-0|TE Connectivity Ltd|1464|1|$0.5880
VS-160MT80KPBF|Vishay Intertechnologies|11|1|$75.6300
VS-26MB80A|Vishay Intertechnologies|3079|1|$4.8450
VS-30BQ040-M3/9AT|Vishay Intertechnologies|3500|1|$0.3931
VS-30BQ100-M3/9AT|Vishay Intertechnologies|387589|1|$0.1747
5100668-1|TE Connectivity Ltd|1294|1|$3.2160
5102160-4|TE Connectivity Ltd|70|1|$2.2660
5103309-7|TE Connectivity Ltd|2144|1|$1.4810
ERJ-3EKF5102V|Panasonic Electronic Components|156156|1|$0.0072
ERJ-P06J914V|Panasonic Electronic Components|10000|1|$0.0128
ERJ-P08J104V|Panasonic Electronic Components|230075|1|$0.0210
MF-R300-2-99|Bourns Inc|7584|1|$0.4405
